0,1,phishing
5415.186815196255,8258.201000891588,1
15674.611993365914,7932.382171050504,1
-17073.070175071374,-4104.591626194447,0
-31149.738016436433,-5158.790820960048,0
-18442.641510425303,8602.424313179654,0
-758.1904575954374,-3070.949697953147,0
-10915.922884944965,8405.01295505969,0
-17834.284165511748,-5697.238717671147,0
-16548.173499263612,-5429.340362034151,0
-30925.508930292934,8691.232205490382,1
-31154.571263011785,-5452.595701093282,0
15454.24726128195,-5174.331944448204,1
703.0515356861105,-2484.7526541245816,0
2253.4108530093404,8133.840756104666,1
231069.6480907618,-9453.622890358192,1
15667.846212916707,8113.78647218882,0
16418.8828316314,-6480.243876327023,1
-29188.655391424894,-2105.838761457013,1
15674.31729520481,7947.163077998057,0
-31105.805769217404,-2016.8773121674176,0
1135.4277509883602,-2572.8323328812608,1
-22546.98197492837,-2133.105492498448,0
-14881.592786660884,-5678.833912157786,0
-17698.43124664749,-2144.5161339035226,0
-4656.355622226451,-5594.029414183802,1
-27862.132236370533,-5513.563106541791,1
-15995.432484286206,-5673.219229271327,0
24078.55141471795,79873.13367637906,0
5424.0013678471605,8038.197935482917,1
-31150.28661262017,-4303.212228402569,0
-10917.575003125568,8438.18539882793,1
-11030.93336406892,1404.972137362028,1
-25534.494841407228,8748.942559264146,1
-15990.957423557438,-5964.028138745919,0
5088.546271229274,8254.572410212433,0
362133.93759812886,-8375.845044021333,0
-16117.274468842894,-2211.3216330636064,0
-22548.807051445103,-2087.7086436121317,0
-31126.061119159007,-3962.6481077805634,0
24498.811867736727,-6367.770811747733,1
-4586.852782055413,-1368.8227082888009,1
169532.78168893934,-8609.330887838429,0
-31108.473404777862,-1955.3561265480444,0
-22551.669836707122,-2027.7685314338282,0
-14878.682961411125,-4913.1803850840815,0
-30976.947703668306,-4891.31667677169,0
7653.555592517463,-409.90426574836897,1
1761.5356214716312,-5945.335986160967,0
-15989.755391914448,-5891.08336659112,1
-17820.38487646783,-5671.145447376955,0
-4658.684425518007,-5560.803425133485,1
-16520.94090509852,-4170.64582057233,0
-15894.662127139884,-4012.758208438085,0
-9899.211247430023,13487.45617117304,0
-15987.883399208273,-5777.151594288348,0
1073.5176678546252,-5921.4927032111045,0
-26363.758326033625,-4043.701389240866,0
-14602.37880979172,-2181.9154193852537,0
-31109.72333410665,-1920.10587931357,0
-4665.08559564895,-5366.371166865519,0
-24403.24820014313,-2265.5503263764235,1
-4582.917898557176,8319.51581014144,0
-13834.550022798187,8331.010017236427,0
-16542.156979312636,-5935.6225871825745,0
22714.702882519505,-2995.8001083394633,1
-10309.177196230848,-5900.660205714795,0
15517.94627455527,-1493.2361967592103,1
-5462.526355125073,-2362.550133752275,0
-22545.654711594765,-2165.9808821054935,0
-6199.954944730598,-4261.3878733405045,0
-15986.683294365914,-5704.2000976117,0
-3500.5826869420034,-5313.082904868126,0
-20747.16729796632,707.7840606319791,0
15669.380117427843,8085.120376643078,0
21742.50916489475,-2855.665188885139,0
363491.72914669896,-11630.847307267324,1
23899.29108646009,-5908.117650986695,0
-31168.893391048558,-5434.717395627288,0
-4490.466806069863,4586.491375810914,1
-31159.502921446616,-5752.397430826118,0
-28519.07755849222,-5504.788869140173,0
168892.23683957921,-5439.269519237658,1
-4667.022602488524,-5322.776887655663,0
165888.05335436724,-7979.626046638461,0
15674.959791647032,7932.95308554025,1
-14650.014728533415,8389.998268361598,1
-29178.983513844967,12441.994699211013,0
169540.41075720932,-8380.885855558576,0
-4547.564303400908,1019.5993486561091,1
9917.135593866054,-6076.177769925543,1
-23083.517078631598,-5078.087356919713,0
-31156.76156717733,-5408.711212605372,0
-16489.503980217574,-2255.6719100672512,0
-15989.246682815497,-5860.100513876391,1
-11004.698738348185,5319.788211801111,1
-26377.152572549676,-5830.784104528134,0
-23187.181759661482,-2067.221446191812,0
-22569.82568281745,-3282.7617725087953,0
15676.471331861638,7894.838228126704,1
16007.019120846357,-6113.2452573739065,0
