0,1,phishing
18815.15671121349,-1661.1757315440075,1
-33252.12555104837,-4689.002127206832,1
-14168.852891905672,-2852.311368999173,0
-16619.54813349894,16682.8919866966,1
21832.27324073832,1944.7717784422168,0
-502.1747442948876,-4832.644575397292,1
-13344.867458675824,-4657.299280161315,1
-19921.49324301649,-4424.641632740384,1
-33071.511736357665,9903.9381935558,0
-33204.817692105156,-1082.3198503904935,0
-24679.88677008028,-3228.385797609232,0
-13574.026410473281,5283.796305543318,1
-19913.38982053881,-4571.4843118494855,1
-33255.38295280589,-4295.127904874403,1
-33261.08214486979,-4522.325004452612,0
13902.78094289784,-4255.30742756399,0
13540.935190407301,9106.654177343593,1
-33065.82254225634,9808.922681067186,0
7862.783593681413,-2042.6031649556282,1
-10627.732068464475,-3974.591806351867,1
-18082.128670366565,-4788.787872723263,1
-23540.605436674967,81477.51557296944,1
-18083.048970833606,-4857.759457406252,1
-13930.085910768605,-4551.189739261046,0
-331.3234854491407,-4927.787747813595,0
-19915.230764081563,-4543.0127738638685,1
-6761.299812460437,-4925.4092967715105,1
-19922.703317104566,-4401.314681073961,0
-6615.7351691542,5784.669408968366,1
10102.199947079995,11019.534060857624,1
29650.575688546305,-5225.4263736291805,1
-6753.17492989395,-4379.734296799891,1
-4086.8331860169023,-1485.7623020637138,1
6808.173892700539,-1631.6750887455971,0
13527.781470787702,8702.238511219226,0
-19919.615328896536,-4450.086568958778,0
-10634.918084096744,-4012.671861531535,0
-19916.543796357157,-4509.532273100001,1
-19913.697767955517,-4570.405254315395,1
-6904.541220675348,-4514.602533929183,1
-367.36880252405865,5309.934873895078,1
-33252.12559603003,-4689.008067697396,0
-13657.209472318113,-1298.5775748014794,1
-13048.911032149706,9435.338196586154,1
-18082.969212474312,-4851.769186764109,0
-13048.003037682534,9427.88732954414,1
-19913.429815110143,-4574.479619012741,1
2914.4577992009004,6110.620860244424,1
-33060.21739351633,9693.054736015456,1
-17805.199096316657,16881.07027247229,0
-179.52672241933254,-4479.085655721887,0
-3045.923770874393,-4911.637329151413,0
-19913.41646939665,-4573.481298603793,1
-18079.794391244537,-4613.801992025094,1
243.86451460467123,-4834.575583565538,1
-33060.17738561321,9696.050289206325,1
2849.83604686174,1267.6523542333732,1
-19913.3230960658,-4566.492677566175,0
13507.87000365365,6795.812873735428,1
20613.551637242916,-1760.987097240135,1
17065.127133156624,-3521.2747420945016,0
-3288.432327846199,3506.103765337427,0
-19921.96145810581,-4408.2772026770745,0
-8682.812180962816,4317.0981019269,1
-2763.020421471198,-1808.2640095917814,1
-6618.1410172036685,5772.580447809146,1
-18639.45841805521,-4440.136400950664,0
-13514.970963477463,9517.054860084925,1
-33260.0840052623,-4540.913712972282,0
12628.312218176618,-1660.5611323408539,1
-6653.1883911644345,2924.569087043107,1
-2033.729126329859,8386.113531304063,1
13351.364936538179,-5257.844167277857,1
-7720.997919320547,-4780.047272762689,0
21833.484763924695,-2681.3067175563397,0
-6756.827474452667,-4990.415561188144,1
-6899.756920620297,-4422.859837011198,0
-19913.336433897053,-4567.491286488343,0
-18080.568369265777,-4671.841972531762,0
229024.29544591493,-7805.110799154729,0
-26624.813029417994,-4484.226250736423,0
-18558.051740082363,1007.0333292717887,1
-6615.636617655022,5734.358134110416,1
-27056.70126024045,-1175.2587943573242,0
-6750.784352754413,-4421.265603739092,1
-20642.224470234236,16731.18252841371,0
-4918.275462936912,-1252.944848652926,0
-6613.869944869026,5723.157033224453,1
-20613.767662527825,-3061.7108308261377,1
-33252.125602235996,-4689.006502938881,0
-13053.022282490507,9297.84064844096,1
-33252.5207841019,-4682.031286166114,1
-18079.87455445447,-4619.858701413781,1
-20572.318260605884,9530.638612493376,0
-19917.26702498546,-4494.541808352004,0
-19913.442941667516,-4575.476439722643,1
-18079.72760040077,-4608.847505766378,1
-19918.733839556746,-4467.346738548495,0
-13048.95009728603,9438.183520078099,1
-17571.279037009823,16720.059478628827,1
-18079.581034590443,-4597.863331714359,1
-12410.114081662337,-4403.237732045646,0
-18082.32872319431,-4803.780683326773,1
-13517.118611282962,9580.321788300203,1
165345.81389002118,-6776.009298594172,1
14328.077120205153,-5285.827469101678,1
-24643.970838915375,-1211.307498458495,1
-26633.96811290598,9649.990694382683,1
-29790.78807136264,-4347.742984769354,1
229075.08155315186,-987.8047521556277,1
6481.505490800225,-4474.123273336644,1
-22651.01663582012,16709.18928905419,1
-10132.984110553592,1567.7518485515682,1
-23886.106352355117,-1226.425598771199,0
-13051.514392760393,9504.393618600323,1
-18082.782507777418,-4837.776828416238,0
-17980.77834756891,2906.647011191509,0
-33252.125608816335,-4689.005301636185,0
-963.5632574642468,-1517.4324126634453,0
-1938.2897842048162,16609.597942700166,1
-18087.20587945221,-4531.4019918358235,0
8318.939119840434,-1482.6697564719518,0
-19913.323109344215,-4566.491112853919,0
-1069.9490822378586,-4061.582394620388,1
-19913.456475484072,-4576.486999442413,0
-16322.936088529883,16873.02475782375,0
116.71958297228349,9304.222350587246,1
-18083.15594565029,-4865.763994849461,0
3047.255080297399,16601.93175531038,0
-25173.223189627628,-4495.28759484755,1
